Gene ID	Gene Name	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1a Paris classification'.p-value	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1a Paris classification'.log2foldchange	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1b Paris classification'.p-value	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1b Paris classification'.log2foldchange
ENSG00000273936		NA	0	NA	0
ENSG00000273937		NA	0	NA	0
ENSG00000273938		NA	0	NA	0
ENSG00000273939		NA	0	NA	0
ENSG00000273940	RN7SL722P	NA	0	NA	0
ENSG00000273941		NA	0	NA	-0.1
ENSG00000273942		NA	0	NA	0
ENSG00000273943		NA	0	NA	0
ENSG00000273944		NA	0	NA	0
ENSG00000273945	MIR6853	NA	0	NA	0
ENSG00000273946	RN7SL733P	NA	0.1	NA	-0.1
ENSG00000273947		NA	0	NA	0
ENSG00000273948		NA	0	NA	0
ENSG00000273949		NA	0	NA	0
ENSG00000273950	Metazoa_SRP	NA	0.1	0.799932363754891	-0.1
ENSG00000273951		NA	-0.1	0.738795971540766	0.2
ENSG00000273952		NA	0	NA	0
ENSG00000273953		NA	0	NA	0
ENSG00000273954		NA	0	NA	0
ENSG00000273955		NA	0	NA	0
ENSG00000273956		NA	0.1	NA	-0.1
ENSG00000273957		NA	0	NA	0
ENSG00000273958		NA	0.2	NA	0
ENSG00000273959		NA	0	NA	0
ENSG00000273960		NA	0	NA	0
ENSG00000273961		NA	0	NA	0
ENSG00000273962	IGKV2-40	NA	0	NA	0
ENSG00000273963	ENPP7P14	NA	0	NA	-0.1
ENSG00000273964	Y_RNA	NA	0	NA	0
ENSG00000273965		0.252840978052148	-0.4	0.0234912243488143	-0.4
ENSG00000273966		NA	0	NA	0
ENSG00000273968		NA	0	NA	0
ENSG00000273969		NA	0	NA	0
ENSG00000273971		0.445464759101834	-0.4	6.37980694484074e-09	-1.5
ENSG00000273972		0.192861555827922	0.6	0.0324502712419107	0.7
ENSG00000273973		0.960132509406009	0	0.0404311108937637	-0.6
ENSG00000273974		NA	0	NA	0
ENSG00000273975	Metazoa_SRP	NA	0.1	0.828438040433178	0.1
ENSG00000273976	GOLGA6L1	NA	0	NA	0
ENSG00000273977		NA	0	NA	0
ENSG00000273978		NA	0	NA	0
ENSG00000273979	Metazoa_SRP	NA	0	0.822929034532973	0.1
ENSG00000273980		NA	0.3	0.643818860614202	0.3
ENSG00000273981	RN7SL106P	NA	0	NA	0
ENSG00000273982		NA	0	NA	-0.1
ENSG00000273983	H3C8	0.286806837534987	-0.3	0.771515610819224	0.1
ENSG00000273984		NA	0	NA	0
ENSG00000273985		NA	0	NA	0
ENSG00000273986	Metazoa_SRP	0.940752329223347	0	0.677617463504375	0.1
ENSG00000273987		0.484668654306392	0.3	0.678575118441052	-0.1
ENSG00000273988		NA	0	NA	0
ENSG00000273989		NA	0.5	0.73594138820807	-0.2
ENSG00000273990		NA	0	NA	0
ENSG00000273991		NA	0	NA	0
ENSG00000273992		NA	0	NA	0
ENSG00000273993		NA	0	NA	0
ENSG00000273994	SDR42E1P1	NA	0	NA	0
ENSG00000273995		NA	0	NA	0
ENSG00000273996		NA	0.1	NA	-0.2
ENSG00000273997		NA	0.6	0.359701110597861	0.5
ENSG00000273998		NA	0	0.994140469488308	0
ENSG00000273999	RBM17P2	NA	0	NA	0
ENSG00000274000		NA	0	NA	0
ENSG00000274001		NA	0.3	0.826634647966816	-0.1
ENSG00000274002		NA	0.3	0.0975893050832134	0.7
ENSG00000274003		NA	0	NA	0
ENSG00000274004		NA	0	NA	0
ENSG00000274005		NA	0	NA	0
ENSG00000274006		NA	0	NA	0
ENSG00000274007		NA	0	NA	0
ENSG00000274008	Metazoa_SRP	0.943003816090614	0	0.317299185237622	0.3
ENSG00000274009		NA	0	NA	0
ENSG00000274010	ZFP91P1	NA	0.3	0.740875138082167	0.2
ENSG00000274011	Metazoa_SRP	0.836029906308111	-0.1	0.829308999840951	-0.1
ENSG00000274012	RN7SL2	NA	0.3	0.137921732730641	0.8
ENSG00000274013		NA	0.1	NA	0
ENSG00000274014		NA	0	NA	0
ENSG00000274015		0.785304756945727	-0.2	0.313831639838645	-0.3
ENSG00000274016		NA	0	NA	0
ENSG00000274017	Metazoa_SRP	0.710149164774213	-0.2	0.913355802485656	0
ENSG00000274018		NA	0	NA	0
ENSG00000274019		NA	-0.3	NA	-0.8
ENSG00000274020	LINC01138	0.511296860423489	0.2	0.154763857299039	-0.2
ENSG00000274021		0.289332797069034	0.5	0.008609571270525	0.6
ENSG00000274022		NA	0	NA	0
ENSG00000274023		0.365028258474683	-0.4	0.0568689600660851	-0.4
ENSG00000274024		0.865229986155529	0.1	0.913274936958449	0
ENSG00000274025	MIR3670-4	NA	0	NA	0
ENSG00000274026	FAM27E3	0.294197601669792	-0.3	0.00099218652616426	-0.5
ENSG00000274027		NA	0	NA	0
ENSG00000274028		NA	0	NA	0
ENSG00000274029		0.633528814251432	0.3	0.628128671977181	0.2
ENSG00000274030		NA	0	NA	0
ENSG00000274031		0.791392787770078	0.2	0.50371364692533	-0.2
ENSG00000274032		NA	0	NA	0
ENSG00000274033		NA	0	NA	0
ENSG00000274034	MIR6813	NA	0.7	0.785221577467581	0.1
ENSG00000274035		NA	0	NA	0
ENSG00000274036		NA	0	NA	0
ENSG00000274037		NA	0	NA	0
ENSG00000274038		NA	0.3	0.939253244201746	0
ENSG00000274039		NA	0	NA	0
ENSG00000274040		NA	0	NA	0
ENSG00000274041		NA	0	NA	0
ENSG00000274042		NA	0	NA	0
ENSG00000274043		NA	0	NA	0
ENSG00000274044	FAM230J	NA	-0.1	0.168223120941847	-0.6
ENSG00000274045		NA	0	NA	0
ENSG00000274046	Y_RNA	NA	0	NA	0
ENSG00000274047		NA	0	NA	0
ENSG00000274049	INO80B-WBP1	NA	0	NA	0
ENSG00000274050		NA	0	NA	0
ENSG00000274051		0.998321822225337	0	0.228294680039504	-0.3
ENSG00000274052	OR7E156P	NA	0	NA	0
ENSG00000274053		NA	0	NA	0
ENSG00000274054	MIR4727	NA	0	NA	0
ENSG00000274055		NA	0	NA	0
ENSG00000274056	MIR6507	NA	0	NA	0
ENSG00000274057		NA	0	NA	0
ENSG00000274058		NA	0	NA	0
ENSG00000274059	RNA5SP534	NA	0	NA	0
ENSG00000274060	MIR6724-2	NA	0	NA	0
ENSG00000274061		NA	0	NA	0
ENSG00000274062	U2	NA	0	NA	0
ENSG00000274063		NA	0	NA	0
ENSG00000274064		0.870337703784369	0.1	0.927731136832584	0
ENSG00000274065		NA	0	NA	0
ENSG00000274066	MIR6514	NA	0.2	0.0941440187736671	-0.7
ENSG00000274067		NA	0	NA	0
ENSG00000274068		NA	-0.1	0.419705420000896	0.4
ENSG00000274070	CASTOR2	0.269493143713747	-0.4	0.000349669202630376	-0.6
ENSG00000274071		NA	0	NA	0
ENSG00000274072		NA	0	NA	0
ENSG00000274073		NA	0	NA	0
ENSG00000274074		NA	0	NA	0
ENSG00000274075		NA	0	NA	0
ENSG00000274076	RN7SL539P	NA	0	NA	0
ENSG00000274077		NA	0	NA	0
ENSG00000274078		NA	0	NA	0
ENSG00000274079	Metazoa_SRP	0.145759758274804	-0.6	0.268792569190051	0.3
ENSG00000274080		0.209715481622651	-0.5	0.000539980083451994	-0.6
ENSG00000274081		NA	0	NA	0
ENSG00000274082		NA	0	NA	0
ENSG00000274083		NA	0	NA	0
ENSG00000274084		NA	0	NA	0
ENSG00000274085		NA	0	NA	0
ENSG00000274086		NA	0	NA	0
ENSG00000274087		NA	0	NA	0
ENSG00000274088		NA	0	NA	0
ENSG00000274089		NA	0	NA	0
ENSG00000274090		NA	0	NA	0
ENSG00000274091	SNORD1C	NA	0	NA	0
ENSG00000274092		0.829605115953973	0.1	0.0223769207904802	0.5
ENSG00000274093		NA	0.1	0.864051760002272	-0.1
ENSG00000274094		NA	0	NA	0
ENSG00000274095		NA	0	NA	0
ENSG00000274096		NA	0	NA	-0.1
ENSG00000274097	RNA5SP535	NA	0	NA	0
ENSG00000274098	RN7SL787P	NA	0	NA	0
ENSG00000274099	ABCB10P1	NA	0	NA	0
ENSG00000274100		NA	0	NA	0
ENSG00000274101		NA	0	NA	0
ENSG00000274102	OR4M2	NA	0	NA	0
ENSG00000274103		NA	0	NA	-0.4
ENSG00000274104		0.999059536210032	0	0.138530806874239	-0.2
ENSG00000274105		0.367171143461724	-0.3	0.0614196230044059	-0.3
ENSG00000274106		NA	0	NA	0
ENSG00000274107		NA	0	NA	0
ENSG00000274108		NA	0	NA	0
ENSG00000274109		NA	0	NA	0
ENSG00000274110		NA	0	NA	0
ENSG00000274111	MIR6777	NA	-0.3	0.853390338676429	0.1
ENSG00000274112		NA	0	NA	0
ENSG00000274113		NA	0	NA	0
ENSG00000274114	ALOX15P1	0.312918994882	-0.4	0.0863081949285575	-0.4
ENSG00000274115	MIR6081	NA	0	NA	0
ENSG00000274116		NA	0	NA	0
ENSG00000274117		NA	0	NA	0
ENSG00000274118	Y_RNA	NA	0	NA	0
ENSG00000274119		NA	0	NA	0
ENSG00000274120		NA	0	NA	0
ENSG00000274121		NA	0	NA	0
ENSG00000274122		NA	0	NA	0
ENSG00000274123		NA	0	NA	0
ENSG00000274124		0.116720641747616	-0.7	0.945033491897265	0
ENSG00000274125		NA	0	NA	0
ENSG00000274126		NA	0	NA	0
ENSG00000274127		NA	0	NA	0
ENSG00000274128		NA	-0.2	NA	-0.1
ENSG00000274129		NA	0	NA	0
ENSG00000274130		NA	0	NA	0
ENSG00000274131		NA	0	NA	0
ENSG00000274132		NA	0	NA	0
ENSG00000274133		NA	0	NA	0
ENSG00000274134	MIR6774	0.819617743121742	-0.2	0.840377837757863	-0.1
ENSG00000274135	Metazoa_SRP	NA	0.1	0.654908029585765	0.2
ENSG00000274137		NA	0	NA	0
ENSG00000274138		NA	0	NA	0
ENSG00000274139		0.553252307989378	0.4	0.238435557362625	0.5
ENSG00000274140		NA	0	NA	0
ENSG00000274141		NA	0	NA	0
ENSG00000274143		NA	0	NA	0
ENSG00000274144		NA	0	NA	0
ENSG00000274145		NA	0	NA	0
ENSG00000274146		NA	0	NA	0
ENSG00000274147		NA	0	NA	0
ENSG00000274148		NA	0	NA	0
ENSG00000274149		NA	0	NA	0
ENSG00000274150	FADS2B	NA	0	NA	-0.3
ENSG00000274151		NA	-0.3	0.505115743194402	-0.3
ENSG00000274152		NA	0	NA	0
ENSG00000274153		NA	0	NA	0
ENSG00000274154		NA	0	NA	0
ENSG00000274155		NA	0	NA	0
ENSG00000274156		0.806297891939245	0.2	0.604509524110803	-0.2
ENSG00000274157		NA	0	NA	0
ENSG00000274158		NA	0	NA	0
ENSG00000274159		NA	0	0.591119046557107	0.3
ENSG00000274160		NA	0	NA	0
ENSG00000274161		NA	0	NA	0
ENSG00000274162	SNX18P1Y	NA	-0.2	0.674941096062765	-0.2
ENSG00000274163		NA	0	NA	0
ENSG00000274164	RNA5SP439	NA	0	NA	0
ENSG00000274165		NA	0	NA	0
ENSG00000274166		NA	0	NA	0
ENSG00000274167		NA	0	NA	0
ENSG00000274168	RN7SL585P	NA	0	NA	0
ENSG00000274169		NA	0	NA	0
ENSG00000274170		NA	0	NA	0
ENSG00000274171		NA	0	NA	0
ENSG00000274172	MIR8071-1	NA	0	NA	0
ENSG00000274173		0.817879918923802	0.1	0.0762364180450686	0.3
ENSG00000274174		NA	0	NA	0
ENSG00000274175		NA	0	NA	0
ENSG00000274176		NA	0	NA	0
ENSG00000274177		NA	0	NA	0
ENSG00000274178	PRAMEF28P	NA	0	NA	0
ENSG00000274179		NA	0	NA	0
ENSG00000274180	NATD1	0.00564478745690573	-0.4	0.0441619360142229	-0.2
ENSG00000274181	RBPJP2	NA	0	NA	0
ENSG00000274182		NA	0	NA	0
ENSG00000274183	H2AB1	NA	0	NA	0
ENSG00000274184		0.712502813745645	0.2	0.00028118467935209	-0.6
ENSG00000274185		NA	0	NA	0
ENSG00000274186	RN7SL248P	NA	0	NA	0
ENSG00000274187		NA	0	NA	0
ENSG00000274188		NA	0	NA	0
ENSG00000274189		NA	0	NA	0
ENSG00000274190		NA	0	NA	0
ENSG00000274191		0.997654767664919	0	0.0213809096553014	-0.5
ENSG00000274192		NA	0	NA	0
ENSG00000274193		NA	0	NA	0
ENSG00000274194		NA	0	NA	0
ENSG00000274195		NA	0	NA	0
ENSG00000274196	FAM197Y4	NA	0	NA	0
ENSG00000274197	U4	NA	0	NA	0
ENSG00000274198		NA	0	NA	0
ENSG00000274199		NA	0	NA	0
ENSG00000274200		NA	0	NA	0
ENSG00000274201		NA	0	NA	0
ENSG00000274202		NA	0	NA	0
ENSG00000274203		NA	0	NA	0
ENSG00000274204		NA	-0.1	0.0998920904846177	0.6
ENSG00000274205		NA	0	NA	0
ENSG00000274206	Metazoa_SRP	0.543211749574852	-0.3	0.838637316257562	-0.1
ENSG00000274207		NA	0	NA	0
ENSG00000274208		NA	0	NA	0
ENSG00000274209	ANTXRL	NA	0	0.348458416565195	-0.4
ENSG00000274210	RNVU1-27	NA	-0.2	0.996164404082653	0
ENSG00000274211	SOCS7	0.662441478618671	-0.1	0.669879767649005	0
ENSG00000274212		NA	0	NA	0
ENSG00000274213		0.0572733885371298	0.7	0.0318802680539493	0.6
ENSG00000274214		NA	0.6	0.776171520513816	-0.1
ENSG00000274215		NA	0.1	0.666512388147586	0.2
ENSG00000274216	Metazoa_SRP	0.885939740424588	-0.1	0.45857914947605	-0.2
ENSG00000274217		NA	0	NA	0
ENSG00000274218		NA	0	NA	0
ENSG00000274219		NA	0	NA	0
ENSG00000274220		0.266335189121908	-0.3	0.270837132032915	-0.2
ENSG00000274221		NA	0	NA	0
ENSG00000274222		NA	0	NA	0
ENSG00000274223		NA	0	NA	0
ENSG00000274224		NA	0	NA	0
ENSG00000274225		0.579573814656589	0.3	0.000782374650433163	-0.7
ENSG00000274226	TBC1D3H	NA	0	NA	0
ENSG00000274227		0.31686070491828	-0.4	0.4731058300037	0.2
ENSG00000274228	RNA5SP414	NA	0	NA	0
ENSG00000274229		NA	0	NA	0
ENSG00000274230		NA	0	NA	0
ENSG00000274231		NA	0	NA	0
ENSG00000274232		NA	0	NA	0
ENSG00000274233		NA	0	NA	0
ENSG00000274234	RN7SL818P	NA	0	NA	0
ENSG00000274235		NA	0	NA	0
ENSG00000274236		NA	0	NA	0
ENSG00000274237		NA	0.5	NA	-0.3
ENSG00000274238		NA	0.2	NA	0.2
ENSG00000274239		NA	0	NA	0
ENSG00000274240		NA	0	NA	0
ENSG00000274241		NA	0	NA	0
ENSG00000274242		NA	0	NA	0
ENSG00000274243		NA	0	NA	0
ENSG00000274244		NA	0.1	NA	-0.2
ENSG00000274245		0.0360548118537839	0.8	0.00636801924709406	0.7
ENSG00000274246		NA	0	NA	0
ENSG00000274247		NA	0	NA	0
ENSG00000274248		NA	0.1	0.441185981432767	-0.3
ENSG00000274250		NA	0	NA	0
ENSG00000274251		0.933986921504872	-0.1	0.0875272991930364	0.7
ENSG00000274252	GGTLC3	NA	0	NA	0
ENSG00000274253		0.378845368111485	-0.4	0.059562955072197	-0.4
ENSG00000274254		NA	0	NA	0
ENSG00000274255		NA	0	NA	0
ENSG00000274256		NA	0.1	NA	0.1
ENSG00000274258	MIR6728	NA	0	NA	0
ENSG00000274259	SYNGAP1-AS1	0.957386973192883	0	0.26612227124	-0.3
ENSG00000274261		NA	0	NA	0
ENSG00000274262		NA	0	NA	0
ENSG00000274263	MIR7702	NA	0	NA	0
ENSG00000274264		NA	0	NA	0
ENSG00000274265		0.78319414099497	0.1	0.429514962389589	-0.2
ENSG00000274266	SNORA73A	NA	0	NA	0
ENSG00000274267		NA	0.2	0.726214086108107	-0.2
ENSG00000274268		NA	0	NA	0
ENSG00000274269		NA	-0.2	0.0040905231490667	-0.9
ENSG00000274270		0.835838187784882	0.1	0.495237435894518	-0.2
ENSG00000274271		NA	0	NA	0
ENSG00000274272		0.996489405643954	0	0.000149913282200477	-0.5
ENSG00000274273		NA	0	NA	0
ENSG00000274274	GAGE13	NA	0	NA	0
ENSG00000274275		0.949253054181443	0	0.403944438850488	-0.4
ENSG00000274276	CBSL	NA	0.1	NA	0.1
ENSG00000274277		NA	0	NA	0
ENSG00000274278		NA	0	NA	0
ENSG00000274279	SPATA31E3P	NA	0	NA	0
ENSG00000274280	MIR6069	NA	0	NA	-0.1
ENSG00000274281		0.303000414730247	-0.3	1.8047004406513e-08	-0.9
ENSG00000274282		NA	0	NA	0
ENSG00000274283		NA	0	NA	0
ENSG00000274284	Y_RNA	NA	0	NA	0
ENSG00000274285		NA	0	NA	0
ENSG00000274286	ADRA2B	0.725568679738174	0.1	0.951269315513057	0
ENSG00000274287		NA	0	NA	0
ENSG00000274288		NA	0	NA	0
ENSG00000274289		NA	0	NA	-0.1
ENSG00000274290	H2BC6	NA	0.2	0.786388386153231	0.1
ENSG00000274292		0.824043562893528	-0.1	0.622940196447385	-0.1
ENSG00000274293		NA	0	NA	0
ENSG00000274294		0.798276735503869	-0.2	0.783896036935829	-0.1
ENSG00000274295		NA	0.1	NA	0.1
ENSG00000274296		NA	0	NA	0
ENSG00000274297		NA	0.5	0.897907400607865	0.1
ENSG00000274298		NA	0	NA	0
ENSG00000274299		NA	-0.1	NA	0
ENSG00000274300	MIR6864	NA	0.3	NA	-0.2
ENSG00000274301		NA	0	NA	0
ENSG00000274302		NA	0	NA	0
ENSG00000274303	7SK	NA	0	NA	-0.1
ENSG00000274304		NA	0	NA	0
ENSG00000274305		NA	0	NA	0
ENSG00000274306	MIR5088	NA	0	NA	0
ENSG00000274307		0.380703515792244	-0.3	0.00327398083269673	-0.4
ENSG00000274308		NA	0.7	NA	0.2
ENSG00000274309	SNORA71E	NA	0	NA	0
ENSG00000274310		NA	0.1	NA	0
ENSG00000274311		NA	0	NA	0
ENSG00000274312		0.868475873734341	-0.1	0.739734434103608	0.2
ENSG00000274313		NA	0	NA	0
ENSG00000274314	MIR6749	NA	0.1	NA	0.1
ENSG00000274315		0.698382261173516	-0.2	0.102928816877453	-0.3
ENSG00000274316	ZNF646P1	NA	0	NA	0
ENSG00000274317	LINC02334	0.215888926617603	-0.6	0.938328844023688	0
ENSG00000274318		NA	0	NA	0
ENSG00000274319	RPSAP73	NA	0.3	NA	-0.1
ENSG00000274320		NA	0	NA	0
ENSG00000274321		NA	0	NA	0
ENSG00000274322		0.573670789490694	-0.3	0.299616779812497	-0.3
ENSG00000274323		NA	0	NA	0
ENSG00000274324		NA	0	NA	0
ENSG00000274325		NA	0	NA	0
ENSG00000274326		NA	0	NA	-0.1
ENSG00000274327		NA	0	NA	0
ENSG00000274328		NA	0	NA	0
ENSG00000274329		0.870290750556654	-0.1	0.274905346125833	0.4
ENSG00000274330		NA	0.6	NA	0
ENSG00000274331		NA	0	NA	0
ENSG00000274332		NA	0	NA	0
ENSG00000274333		0.644383069487889	-0.2	0.911937064071317	0
ENSG00000274334		NA	0	NA	0
ENSG00000274335		NA	0	NA	0
ENSG00000274336		NA	0	NA	0
ENSG00000274337		NA	0	NA	0
ENSG00000274338		NA	0	NA	0
ENSG00000274339		NA	0	NA	0
ENSG00000274340		NA	-0.2	0.7697109165698	-0.1
ENSG00000274341		0.550558467243442	-0.3	0.864961795025362	-0.1
ENSG00000274342		NA	0	NA	0
ENSG00000274343		NA	0	NA	0
ENSG00000274344		NA	0	NA	0
ENSG00000274345		NA	0	NA	0
ENSG00000274346		NA	0	NA	0
ENSG00000274347		NA	0	NA	0
ENSG00000274348		NA	0	NA	0
ENSG00000274349	ZNF658	0.919322764920968	0	0.0888213468821733	0.3
ENSG00000274350	RN7SL853P	NA	0	NA	0
ENSG00000274351		NA	0.1	NA	-0.1
ENSG00000274352		NA	0	NA	0
ENSG00000274353		NA	0	NA	0
ENSG00000274354		NA	0.1	NA	0
ENSG00000274355	FAM74A3	NA	0	NA	0
ENSG00000274356		NA	0.2	0.319214126649036	0.5
ENSG00000274357	Metazoa_SRP	NA	0	NA	0
ENSG00000274358		NA	0.4	0.680489103853373	0.2
ENSG00000274359		NA	0	NA	0
ENSG00000274360		NA	0	NA	0
ENSG00000274362		NA	0	NA	0
ENSG00000274363		NA	0.6	0.292775010379423	-0.4
ENSG00000274364		NA	0.1	NA	0.4
ENSG00000274365		NA	0	NA	0
ENSG00000274366		NA	0	NA	0
ENSG00000274367		0.787616784100604	-0.2	0.557412056145139	-0.2
ENSG00000274368		NA	-0.4	0.29511663155669	-0.4
ENSG00000274369	GRAMD4P4	NA	0	NA	0
ENSG00000274370		0.781234299849686	-0.1	0.000142742281680041	-0.7
ENSG00000274371		NA	0	NA	0
ENSG00000274372	LINC02804	0.0451005742819027	0.9	0.408725418534157	0.3
ENSG00000274373		0.851671591160869	-0.1	0.427045438666488	0.2
ENSG00000274374	TUBAP6	NA	0.2	NA	-0.4
ENSG00000274375		NA	0	NA	0
ENSG00000274376	ADAMTS7P1	0.861488595435004	-0.1	0.461030484234555	-0.2
ENSG00000274377		NA	0	NA	0
ENSG00000274378		NA	0	NA	0
ENSG00000274379		NA	0	NA	0
ENSG00000274380	MIR6801	NA	0	NA	-0.1
ENSG00000274381		NA	0	NA	0
ENSG00000274382		NA	0	NA	0
ENSG00000274383		0.623962806572773	0.2	0.348592614069731	-0.2
ENSG00000274384		NA	0	NA	0
ENSG00000274385	U6	NA	0	NA	0
ENSG00000274386	TMEM269	NA	-0.4	0.177393609477273	0.6
ENSG00000274387		NA	0	NA	0
ENSG00000274388		NA	0	NA	0
ENSG00000274389		NA	0	NA	0
ENSG00000274390	MIR6885	NA	0	NA	0
ENSG00000274391	TPTE	NA	0.2	NA	-0.5
ENSG00000274392		NA	0	NA	0
ENSG00000274393		NA	0	NA	0
ENSG00000274394		NA	0	NA	0
ENSG00000274395		NA	0.1	0.00248707829325707	-1.1
ENSG00000274396		NA	0	NA	0
ENSG00000274397		NA	0.1	NA	-0.2
ENSG00000274398		NA	0	NA	0
ENSG00000274400		NA	0	0.809004158114417	0.1
ENSG00000274401		NA	0	NA	0
ENSG00000274402		NA	0	NA	0
ENSG00000274403		0.810699348846199	-0.1	0.757095627400869	-0.1
ENSG00000274404		NA	0	NA	0
ENSG00000274405		NA	0	NA	0
ENSG00000274406		NA	0	NA	0
ENSG00000274407		NA	0	NA	0
ENSG00000274408	RNA5SP536	NA	0	NA	0
ENSG00000274409		NA	0	NA	0
ENSG00000274410		NA	0	NA	0
ENSG00000274411		NA	0	NA	0
ENSG00000274412		NA	0	NA	0
ENSG00000274413		NA	0	NA	0
ENSG00000274414		0.744350925247424	-0.2	0.355663478479811	0.2
ENSG00000274415		NA	0	NA	0
ENSG00000274416		NA	0	NA	0
ENSG00000274417	MIR6515	NA	0	NA	-0.1
ENSG00000274418		NA	0	NA	0
ENSG00000274419	TBC1D3D	NA	-0.3	0.841662047590429	-0.1
ENSG00000274420		NA	0	NA	0
ENSG00000274421		NA	0.4	0.381661118709941	-0.4
ENSG00000274422		0.0635101799544973	-0.5	5.06339524899464e-05	-0.6
ENSG00000274423	SEC22B2P	NA	0	NA	0
ENSG00000274424	RN7SL196P	NA	0	NA	0
ENSG00000274425		0.689550064801427	0.2	0.859843537475889	0
ENSG00000274426		NA	0.1	NA	0
ENSG00000274427		NA	0	0.521229833588845	0.3
ENSG00000274428	RNVU1-25	NA	0	NA	0
ENSG00000274429		NA	0	NA	0
ENSG00000274430		NA	0	NA	0
ENSG00000274431		NA	0	NA	0
ENSG00000274432	U2	NA	0	NA	0
ENSG00000274433		NA	0	NA	0
ENSG00000274434		NA	0	NA	0
ENSG00000274435		NA	0	NA	0
ENSG00000274436		NA	0	NA	0
ENSG00000274437		NA	0	NA	0
ENSG00000274438		NA	0	NA	0
ENSG00000274439		NA	0	NA	0
ENSG00000274441		NA	0.1	NA	0
ENSG00000274442		NA	0	NA	0
ENSG00000274443	C8orf89	NA	-0.4	0.124260423211487	-0.5
ENSG00000274444		NA	0.1	NA	0
ENSG00000274445		NA	0	NA	0
ENSG00000274446		NA	0	NA	0
ENSG00000274447		NA	0.5	0.588899945495355	0.3
ENSG00000274448		NA	0	NA	0
ENSG00000274449		NA	0	NA	0
ENSG00000274450		NA	0	NA	0
ENSG00000274451		NA	0	NA	0
ENSG00000274452	U2	NA	0	NA	0
ENSG00000274453		NA	0	NA	0
ENSG00000274454		NA	0	NA	0
ENSG00000274455	GUSBP7	NA	0	NA	0
ENSG00000274456		NA	0	NA	0
ENSG00000274457		NA	0	NA	0
ENSG00000274458		NA	0	NA	0
ENSG00000274459	Metazoa_SRP	NA	0.1	0.075540450531488	-0.5
ENSG00000274460		0.821585543018426	0.1	0.000647244901196627	-0.4
ENSG00000274461		0.406092027752393	-0.4	0.906713743538689	0
ENSG00000274462		NA	0	NA	0
ENSG00000274463		NA	0	NA	0
ENSG00000274464		NA	0	NA	0
ENSG00000274465		NA	0	NA	0
ENSG00000274466	MIR1273H	NA	0	NA	0
ENSG00000274467	RNA5SP257	NA	0	NA	0
ENSG00000274468		NA	0	NA	0
ENSG00000274469	LINC01746	NA	0	NA	0
ENSG00000274470		NA	0	NA	0
ENSG00000274471	HERC2P7	0.286916514350978	0.4	0.402945269406348	0.2
ENSG00000274472	Y_RNA	NA	0	NA	0
ENSG00000274473		NA	0	NA	0
ENSG00000274474		NA	0	NA	0
ENSG00000274475	RN7SL650P	NA	-0.4	0.555705235640939	-0.3
ENSG00000274476		NA	0	NA	0
ENSG00000274477		NA	0	NA	0
ENSG00000274478		NA	0	NA	0
ENSG00000274479		NA	0	NA	0
ENSG00000274480		NA	0	NA	0
ENSG00000274481		NA	0	NA	0
ENSG00000274482		NA	0	NA	0
ENSG00000274483		NA	-0.4	0.171410629270704	-0.5
ENSG00000274484	Y_RNA	NA	0	NA	0
ENSG00000274485		NA	0	NA	0
ENSG00000274486		NA	0.1	NA	0
ENSG00000274487	NPEPPSP1	NA	0	NA	0
ENSG00000274488		NA	0	NA	0
ENSG00000274489		NA	0	NA	0
ENSG00000274490		NA	0	NA	0
ENSG00000274491		NA	0	NA	0
ENSG00000274492		0.758150872227602	-0.2	0.135987987115407	-0.3
ENSG00000274493	MRPS17P5	NA	0	NA	0
ENSG00000274494	MIR6832	NA	0.2	0.964186354938548	0
ENSG00000274495		NA	0	NA	0
ENSG00000274496		NA	0	NA	0
ENSG00000274497		NA	0	NA	0
ENSG00000274498		NA	0	NA	0
ENSG00000274499		NA	0	0.560375689806404	-0.3
ENSG00000274500		NA	0	NA	0
ENSG00000274501		NA	0.2	0.8762921330785	-0.1
ENSG00000274502	ANKRD20A6P	NA	0	NA	0
ENSG00000274503		NA	0	NA	0
ENSG00000274504		NA	0	NA	0
ENSG00000274505	Metazoa_SRP	NA	-0.5	0.219532086323149	-0.3
ENSG00000274506		NA	0	NA	0
ENSG00000274507		NA	0	NA	0
ENSG00000274508		0.435536268280188	0.4	0.950473051726704	0
ENSG00000274509		NA	0.1	0.587033824656893	0.3
ENSG00000274510	Metazoa_SRP	0.717114871967316	-0.2	0.813651723378094	-0.1
ENSG00000274511		NA	0	NA	0
ENSG00000274512	TBC1D3L	NA	0	NA	0
ENSG00000274513		NA	0	NA	0
ENSG00000274514	Metazoa_SRP	0.683054937531018	-0.2	0.261417061254195	-0.3
ENSG00000274515		0.380328122333972	-0.4	0.000108500964776035	-0.8
ENSG00000274516	FAM74A6	0.647335410089479	0.3	0.568048654668079	-0.2
ENSG00000274517		NA	0	NA	0
ENSG00000274518		NA	0	NA	0
ENSG00000274519		NA	0	NA	0
ENSG00000274520		NA	0	NA	0
ENSG00000274521		NA	0	NA	0
ENSG00000274522		NA	0	NA	0
ENSG00000274523	RCC1L	0.463750138990138	0.1	0.93710258151672	0
ENSG00000274524		NA	0	NA	0
