geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0006638	neutral lipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006638	120	5	3.638819477274262	1.374072011878248	0.29959586066542565	0.48691487871053885	283;338;341;51141;55294	ANG;APOB;APOC1;FBXW7;INSIG2
GO:0006338	chromatin remodeling	http://amigo.geneontology.org/amigo/term/GO:0006338	150	6	4.548524346592828	1.319109131403118	0.3037335221754154	0.49269750734561657	60;1499;8626;10467;23569;64946	ACTB;CENPH;CTNNB1;PADI4;TP63;ZNHIT1
GO:0048284	organelle fusion	http://amigo.geneontology.org/amigo/term/GO:0048284	121	5	3.6691429729182143	1.3627160448379319	0.3055349157596692	0.49467557789660727	302;811;8417;57617;143425	ANXA2;CALR;STX7;SYT9;VPS18
GO:0070741	response to interleukin-6	http://amigo.geneontology.org/amigo/term/GO:0070741	37	2	1.1219693388262308	1.782579907301511	0.3097143374621568	0.4996800839271911	3572;11122	IL6ST;PTPRT
GO:0017038	protein import	http://amigo.geneontology.org/amigo/term/GO:0017038	211	8	6.398257580873911	1.2503404089129082	0.31038951095712575	0.4996800839271911	999;1434;2737;3842;4763;7295;8029;10440	CDH1;CSE1L;CUBN;GLI3;NF1;TIMM17A;TNPO1;TXN
GO:0050663	cytokine secretion	http://amigo.geneontology.org/amigo/term/GO:0050663	211	8	6.398257580873911	1.2503404089129082	0.31038951095712575	0.4996800839271911	19;1147;2219;2633;5027;5590;9474;54106	ABCA1;ATG5;CHUK;FCN1;GBP1;P2RX7;PRKCZ;TLR9
GO:2001023	regulation of response to drug	http://amigo.geneontology.org/amigo/term/GO:2001023	93	4	2.820085094887553	1.4183969154872238	0.3117429307886681	0.5009101912483325	7295;8737;51760;143425	RIPK1;SYT17;SYT9;TXN
GO:0050795	regulation of behavior	http://amigo.geneontology.org/amigo/term/GO:0050795	65	3	1.971027216856892	1.5220489977728284	0.3153024056782171	0.5056736694839331	134;2692;54806	ADORA1;AHI1;GHRHR
GO:0048193	Golgi vesicle transport	http://amigo.geneontology.org/amigo/term/GO:0048193	366	13	11.0983994056865	1.17134007569949	0.3192475622810971	0.5110365874556168	287;400;1523;2153;4430;5587;5627;6653;6712;10342;51124;56681;60412	ANK2;ARL1;CUX1;EXOC4;F5;IER3IP1;MYO1B;PRKD1;PROS1;SAR1A;SORL1;SPTBN2;TFG
GO:0051180	vitamin transport	http://amigo.geneontology.org/amigo/term/GO:0051180	38	2	1.152292834470183	1.7356699097409447	0.3209584275478736	0.5128095176986703	4036;8029	CUBN;LRP2
GO:0007588	excretion	http://amigo.geneontology.org/amigo/term/GO:0007588	67	3	2.0316742081447963	1.4766146993318485	0.3320084921736094	0.528165716174494	134;6338;6340	ADORA1;SCNN1B;SCNN1G
GO:0033627	cell adhesion mediated by integrin	http://amigo.geneontology.org/amigo/term/GO:0033627	67	3	2.0316742081447963	1.4766146993318485	0.3320084921736094	0.528165716174494	5979;10563;65125	CXCL13;RET;WNK1
GO:1903008	organelle disassembly	http://amigo.geneontology.org/amigo/term/GO:1903008	96	4	2.9110555818194097	1.374072011878248	0.3324337154745345	0.528165716174494	6721;9474;10645;55294	ATG5;CAMKK2;FBXW7;SREBF2
GO:0032355	response to estradiol	http://amigo.geneontology.org/amigo/term/GO:0032355	126	5	3.8207604511379754	1.308640011312617	0.335457972796972	0.531976262831019	338;811;1499;1728;3361	APOB;CALR;CTNNB1;HTR5A;NQO1
GO:0032418	lysosome localization	http://amigo.geneontology.org/amigo/term/GO:0032418	68	3	2.0619977037887485	1.454899777282851	0.3403582341987075	0.5387420839271906	3815;27040;81565	KIT;LAT;NDEL1
GO:0042157	lipoprotein metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042157	127	5	3.8510839467819276	1.2983357592550373	0.3414769063014622	0.5395081233387414	19;338;341;4035;9474	ABCA1;APOB;APOC1;ATG5;LRP1
GO:0017145	stem cell division	http://amigo.geneontology.org/amigo/term/GO:0017145	40	2	1.2129398257580875	1.6488864142538975	0.3433021912289026	0.5403830787862356	3815;51176	KIT;LEF1
GO:0050435	amyloid-beta metabolic process	http://amigo.geneontology.org/amigo/term/GO:0050435	40	2	1.2129398257580875	1.6488864142538975	0.3433021912289026	0.5403830787862356	6653;23621	BACE1;SORL1
GO:0035966	response to topologically incorrect protein	http://amigo.geneontology.org/amigo/term/GO:0035966	188	7	5.700817181063011	1.227894138274179	0.3446670170897992	0.5415285850763942	811;1388;1649;2033;3484;4189;56886	ATF6B;CALR;DDIT3;DNAJB9;EP300;IGFBP1;UGGT1
GO:0051302	regulation of cell division	http://amigo.geneontology.org/amigo/term/GO:0051302	158	6	4.791112311744445	1.2523187956358715	0.34663047398955293	0.5436086769208857	801;5581;6790;8626;80310;201163	AURKA;CALM1;FLCN;PDGFD;PRKCE;TP63
GO:0090596	sensory organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0090596	250	9	7.580873910988046	1.1871982182628062	0.34771728040494787	0.5438928603806307	1499;2737;4763;4920;5915;6169;23418;51141;54806	AHI1;CRB1;CTNNB1;GLI3;INSIG2;NF1;RARB;ROR2;RPL38
GO:0051705	multi-organism behavior	http://amigo.geneontology.org/amigo/term/GO:0051705	69	3	2.0923211994327007	1.4338142732642587	0.3487006803043825	0.5438928603806307	8997;23152;50944	CIC;KALRN;SHANK1
GO:0009259	ribonucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009259	500	17	15.161747821976093	1.1212427616926504	0.34873130459699264	0.5438928603806307	31;114;203;270;790;863;891;2977;4436;4538;5027;5162;5211;6095;7385;29922;201163	ACACA;ADCY8;AK1;AMPD1;CAD;CBFA2T3;CCNB1;FLCN;GUCY1A2;MSH2;ND4;NME7;P2RX7;PDHB;PFKL;RORA;UQCRC2
GO:0072527	pyrimidine-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0072527	99	4	3.0020260687512663	1.3324334660637556	0.3531889555757981	0.548831100986158	790;1635;5631;29922	CAD;DCTD;NME7;PRPS1
GO:1904019	epithelial cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:1904019	99	4	3.0020260687512663	1.3324334660637556	0.3531889555757981	0.548831100986158	673;3791;6934;7048	BRAF;KDR;TCF7L2;TGFBR2
GO:0097035	regulation of membrane lipid distribution	http://amigo.geneontology.org/amigo/term/GO:0097035	41	2	1.2432633214020397	1.6086696724428269	0.3543872389413214	0.5496882355841665	19;5027	ABCA1;P2RX7
GO:0022613	ribonucleoprotein complex biogenesis	http://amigo.geneontology.org/amigo/term/GO:0022613	440	15	13.342338083338962	1.1242407369912937	0.358037330042847	0.5543383069880145	472;1153;6059;6155;6169;6193;6204;6223;8664;9908;9924;10291;11137;23020;26747	ABCE1;ATM;CIRBP;EIF3D;G3BP2;NUFIP1;PAN2;PWP1;RPL27;RPL38;RPS10;RPS19;RPS5;SF3A1;SNRNP200
GO:0002831	regulation of response to biotic stimulus	http://amigo.geneontology.org/amigo/term/GO:0002831	130	5	3.942054433713784	1.2683741648106903	0.35957422505158043	0.5557056205342606	654;2074;10084;10497;29110	BMP6;ERCC6;PQBP1;TBK1;UNC13B
GO:0006109	regulation of carbohydrate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006109	161	6	4.882082798676302	1.228983662797936	0.36287742944615486	0.5597927677481518	863;2308;3486;5027;5581;6095	CBFA2T3;FOXO1;IGFBP3;P2RX7;PRKCE;RORA
GO:0034341	response to interferon-gamma	http://amigo.geneontology.org/amigo/term/GO:0034341	192	7	5.822111163638819	1.202313010393467	0.3644705627298839	0.5612318447833357	816;818;1613;2633;5468;6198;51466	CAMK2B;CAMK2G;DAPK3;EVL;GBP1;PPARG;RPS6KB1
GO:0007229	integrin-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007229	101	4	3.0626730600391707	1.3060486449535822	0.36703125010374715	0.5631345895093594	1015;1281;5587;27040	CDH17;COL3A1;LAT;PRKD1
GO:0015837	amine transport	http://amigo.geneontology.org/amigo/term/GO:0015837	101	4	3.0626730600391707	1.3060486449535822	0.36703125010374715	0.5631345895093594	134;5027;51760;143425	ADORA1;P2RX7;SYT17;SYT9
GO:0006022	aminoglycan metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006022	165	6	5.00337678125211	1.19919011945738	0.384598469145468	0.589024682475041	2132;2588;3161;5016;5292;8703	B4GALT3;EXT2;GALNS;HMMR;OVGP1;PIM1
GO:0018198	peptidyl-cysteine modification	http://amigo.geneontology.org/amigo/term/GO:0018198	44	2	1.3342338083338963	1.498987649321725	0.38721727882701773	0.5919688615161243	493;1756	ATP2B4;DMD
GO:0006081	cellular aldehyde metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006081	74	3	2.2439386776524617	1.336934930476133	0.3901792115182704	0.5954260857998741	189;650;654	AGXT;BMP2;BMP6
GO:0051169	nuclear transport	http://amigo.geneontology.org/amigo/term/GO:0051169	356	12	10.795164449246979	1.111608818598133	0.39555385511749486	0.6025461950714528	811;999;1434;2737;3842;4763;6059;6934;7157;7295;57187;84445	ABCE1;CALR;CDH1;CSE1L;GLI3;LZTS2;NF1;TCF7L2;THOC2;TNPO1;TP53;TXN
GO:1901571	fatty acid derivative transport	http://amigo.geneontology.org/amigo/term/GO:1901571	45	2	1.3645573039778482	1.4656768126701312	0.39799989242072964	0.6051876718383188	5027;8792	P2RX7;TNFRSF11A
GO:0046486	glycerolipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046486	456	15	13.827514013642197	1.0847936935880904	0.41064435706516944	0.6232994705453464	283;338;341;472;2066;2261;3815;4254;5290;9542;22908;23682;51141;54106;55294	ANG;APOB;APOC1;ATM;ERBB4;FBXW7;FGFR3;INSIG2;KIT;KITLG;NRG2;PIK3CA;RAB38;SACM1L;TLR9
GO:0030705	cytoskeleton-dependent intracellular transport	http://amigo.geneontology.org/amigo/term/GO:0030705	170	6	5.154994259471872	1.1639198218262805	0.4117484392698104	0.6238612716209249	3842;4131;4133;5590;26160;81565	IFT172;MAP1B;MAP2;NDEL1;PRKCZ;TNPO1
GO:0032527	protein exit from endoplasmic reticulum	http://amigo.geneontology.org/amigo/term/GO:0032527	47	2	1.4252042952657527	1.4033075865990619	0.4192940017018745	0.634163525705682	6653;56681	SAR1A;SORL1
GO:0030534	adult behavior	http://amigo.geneontology.org/amigo/term/GO:0030534	141	5	4.275612885797258	1.1694229888325514	0.42588776739669687	0.64185213171488	6712;8029;8997;50944;80243	CUBN;KALRN;PREX2;SHANK1;SPTBN2
GO:2000241	regulation of reproductive process	http://amigo.geneontology.org/amigo/term/GO:2000241	141	5	4.275612885797258	1.1694229888325514	0.42588776739669687	0.64185213171488	811;1499;5016;6790;10370	AURKA;CALR;CITED2;CTNNB1;OVGP1
GO:0031050	dsRNA processing	http://amigo.geneontology.org/amigo/term/GO:0031050	48	2	1.4555277909097049	1.374072011878248	0.42979679749020594	0.6454545545347615	4087;7157	SMAD2;TP53
GO:0070849	response to epidermal growth factor	http://amigo.geneontology.org/amigo/term/GO:0070849	48	2	1.4555277909097049	1.374072011878248	0.42979679749020594	0.6454545545347615	790;2066	CAD;ERBB4
GO:0051291	protein heterooligomerization	http://amigo.geneontology.org/amigo/term/GO:0051291	111	4	3.3659080164786928	1.188386604867674	0.4356863376503457	0.6526431258839273	302;673;5590;8737	ANXA2;BRAF;PRKCZ;RIPK1
GO:0002446	neutrophil mediated immunity	http://amigo.geneontology.org/amigo/term/GO:0002446	496	16	15.040453839400284	1.0637976866154177	0.43611917117890675	0.6526431258839273	302;2219;2588;4893;5211;5476;5553;5657;5683;5701;5795;5799;5878;6036;22918;25798	ANXA2;BRI3;CD93;CTSA;FCN1;GALNS;NRAS;PFKL;PRG2;PRTN3;PSMA2;PSMC2;PTPRJ;PTPRN2;RAB5C;RNASE2
GO:0002448	mast cell mediated immunity	http://amigo.geneontology.org/amigo/term/GO:0002448	49	2	1.485851286553657	1.346029725921549	0.44019819503557056	0.6552862798252802	3815;27040	KIT;LAT
GO:0035272	exocrine system development	http://amigo.geneontology.org/amigo/term/GO:0035272	49	2	1.485851286553657	1.346029725921549	0.44019819503557056	0.6552862798252802	1896;7052	EDA;TGM2
GO:0070671	response to interleukin-12	http://amigo.geneontology.org/amigo/term/GO:0070671	49	2	1.485851286553657	1.346029725921549	0.44019819503557056	0.6552862798252802	302;7297	ANXA2;TYK2
GO:0016053	organic acid biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0016053	401	13	12.159721753224826	1.069103410738188	0.44277034776270285	0.6579629293676529	31;189;341;493;790;863;3620;5007;5027;5211;25902;29968;51141	ACACA;AGXT;APOC1;ATP2B4;CAD;CBFA2T3;IDO1;INSIG2;MTHFD1L;OSBP;P2RX7;PFKL;PSAT1
GO:0034502	protein localization to chromosome	http://amigo.geneontology.org/amigo/term/GO:0034502	81	3	2.456203147160127	1.2213973438917758	0.4470237203286358	0.6631241924595819	701;3009;4436	BUB1B;HIST1H1B;MSH2
GO:0036230	granulocyte activation	http://amigo.geneontology.org/amigo/term/GO:0036230	500	16	15.161747821976093	1.0552873051224945	0.4489504113450866	0.6640364481979527	302;2219;2588;4893;5211;5476;5553;5657;5683;5701;5795;5799;5878;6036;22918;25798	ANXA2;BRI3;CD93;CTSA;FCN1;GALNS;NRAS;PFKL;PRG2;PRTN3;PSMA2;PSMC2;PTPRJ;PTPRN2;RAB5C;RNASE2
GO:0003014	renal system process	http://amigo.geneontology.org/amigo/term/GO:0003014	113	4	3.426555007766597	1.1673532136310778	0.4492011267221445	0.6640364481979527	114;134;5585;50484	ADCY8;ADORA1;PKN1;RRM2B
GO:0070265	necrotic cell death	http://amigo.geneontology.org/amigo/term/GO:0070265	50	2	1.5161747821976093	1.319109131403118	0.45049468057634134	0.6647924973782815	355;8737	FAS;RIPK1
GO:0002347	response to tumor cell	http://amigo.geneontology.org/amigo/term/GO:0002347	20	1	0.6064699128790437	1.6488864142538975	0.4600382124213943	0.6728188809791599	5551	PRF1
GO:0023019	signal transduction involved in regulation of gene expression	http://amigo.geneontology.org/amigo/term/GO:0023019	20	1	0.6064699128790437	1.6488864142538975	0.4600382124213943	0.6728188809791599	4087	SMAD2
GO:0031579	membrane raft organization	http://amigo.geneontology.org/amigo/term/GO:0031579	20	1	0.6064699128790437	1.6488864142538975	0.4600382124213943	0.6728188809791599	302	ANXA2
GO:0060231	mesenchymal to epithelial transition	http://amigo.geneontology.org/amigo/term/GO:0060231	20	1	0.6064699128790437	1.6488864142538975	0.4600382124213943	0.6728188809791599	1499	CTNNB1
GO:0097242	amyloid-beta clearance	http://amigo.geneontology.org/amigo/term/GO:0097242	20	1	0.6064699128790437	1.6488864142538975	0.4600382124213943	0.6728188809791599	4035	LRP1
GO:0006301	postreplication repair	http://amigo.geneontology.org/amigo/term/GO:0006301	51	2	1.5464982778415615	1.293244246473645	0.4606830455645542	0.6728188809791599	4436;10714	MSH2;POLD3
GO:0061025	membrane fusion	http://amigo.geneontology.org/amigo/term/GO:0061025	148	5	4.487877355304923	1.1141124420634443	0.46746186071274587	0.6815481674199554	302;811;8417;57617;143425	ANXA2;CALR;STX7;SYT9;VPS18
GO:0043588	skin development	http://amigo.geneontology.org/amigo/term/GO:0043588	409	13	12.402309718376443	1.0481918525819398	0.4712434742962478	0.6858851937531003	1281;1499;1896;2778;4763;5583;7421;8626;8796;8861;54474;60485;64919	BCL11B;COL3A1;CTNNB1;EDA;GNAS;KRT20;LDB1;NF1;PRKCH;SAV1;SCEL;TP63;VDR
GO:0031163	metallo-sulfur cluster assembly	http://amigo.geneontology.org/amigo/term/GO:0031163	21	1	0.6367934085229959	1.5703680135751403	0.4764338871777881	0.6887224559542855	9391	CIAO1
GO:0036344	platelet morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0036344	21	1	0.6367934085229959	1.5703680135751403	0.4764338871777881	0.6887224559542855	2033	EP300
GO:0050951	sensory perception of temperature stimulus	http://amigo.geneontology.org/amigo/term/GO:0050951	21	1	0.6367934085229959	1.5703680135751403	0.4764338871777881	0.6887224559542855	134	ADORA1
GO:0051383	kinetochore organization	http://amigo.geneontology.org/amigo/term/GO:0051383	21	1	0.6367934085229959	1.5703680135751403	0.4764338871777881	0.6887224559542855	64946	CENPH
GO:1990845	adaptive thermogenesis	http://amigo.geneontology.org/amigo/term/GO:1990845	150	5	4.548524346592828	1.0992576095025983	0.4791790023033867	0.6915146892323918	324;1649;2778;6009;201163	APC;DDIT3;FLCN;GNAS;RHEB
GO:1990089	response to nerve growth factor	http://amigo.geneontology.org/amigo/term/GO:1990089	53	2	1.6071452691294659	1.2444425767953944	0.4807240151606609	0.6925684964179012	673;29904	BRAF;EEF2K
GO:0006720	isoprenoid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006720	119	4	3.60849598163031	1.1084950684059816	0.48907752080815026	0.7022227917008914	338;1381;4035;4036	APOB;CRABP1;LRP1;LRP2
GO:0007272	ensheathment of neurons	http://amigo.geneontology.org/amigo/term/GO:0007272	119	4	3.60849598163031	1.1084950684059816	0.48907752080815026	0.7022227917008914	287;1499;4763;5915	ANK2;CTNNB1;NF1;RARB
GO:0007530	sex determination	http://amigo.geneontology.org/amigo/term/GO:0007530	22	1	0.6671169041669481	1.498987649321725	0.4923327905091267	0.704516619415417	10370	CITED2
GO:0032069	regulation of nuclease activity	http://amigo.geneontology.org/amigo/term/GO:0032069	22	1	0.6671169041669481	1.498987649321725	0.4923327905091267	0.704516619415417	6059	ABCE1
GO:0072524	pyridine-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0072524	153	5	4.639494833524685	1.0777035387280376	0.49658891979284736	0.7094127425612106	863;5027;5162;5211;29968	CBFA2T3;P2RX7;PDHB;PFKL;PSAT1
GO:0006383	transcription by RNA polymerase III	http://amigo.geneontology.org/amigo/term/GO:0006383	55	2	1.6677922604173703	1.19919011945738	0.5003009776361226	0.7111301521583682	2972;9328	BRF1;GTF3C5
GO:0043954	cellular component maintenance	http://amigo.geneontology.org/amigo/term/GO:0043954	55	2	1.6677922604173703	1.19919011945738	0.5003009776361226	0.7111301521583682	1741;5657	DLG3;PRTN3
GO:0055081	anion homeostasis	http://amigo.geneontology.org/amigo/term/GO:0055081	55	2	1.6677922604173703	1.19919011945738	0.5003009776361226	0.7111301521583682	19;134	ABCA1;ADORA1
GO:0015844	monoamine transport	http://amigo.geneontology.org/amigo/term/GO:0015844	88	3	2.6684676166677925	1.1242407369912937	0.5016391094905226	0.7118418081251155	60;51760;143425	ACTB;SYT17;SYT9
GO:0031348	negative regulation of defense response	http://amigo.geneontology.org/amigo/term/GO:0031348	187	6	5.670493685419059	1.0581089289329824	0.5024902339255659	0.7118611647278851	134;5468;6095;6223;11213;55872	ADORA1;IRAK3;PBK;PPARG;RORA;RPS19
GO:0035640	exploration behavior	http://amigo.geneontology.org/amigo/term/GO:0035640	23	1	0.6974403998109002	1.4338142732642587	0.5077499414770943	0.7181155578295011	5581	PRKCE
GO:0032612	interleukin-1 production	http://amigo.geneontology.org/amigo/term/GO:0032612	89	3	2.6987911123117447	1.111608818598133	0.5092183528132743	0.7187789801509363	19;1958;5027	ABCA1;EGR1;P2RX7
GO:0140253	cell-cell fusion	http://amigo.geneontology.org/amigo/term/GO:0140253	56	2	1.6981157560613225	1.1777760101813552	0.5099102647423701	0.7187789801509363	3627;4283	CXCL10;CXCL9
GO:0000209	protein polyubiquitination	http://amigo.geneontology.org/amigo/term/GO:0000209	255	8	7.732491389207808	1.0345953971789161	0.5116313154864299	0.7200109572242805	899;4008;6872;7332;23321;29945;55294;84085	ANAPC4;CCNF;FBXO30;FBXW7;LMO7;TAF1;TRIM2;UBE2L3
GO:0006397	mRNA processing	http://amigo.geneontology.org/amigo/term/GO:0006397	487	15	14.767542378604714	1.0157411176102038	0.5128929059226688	0.7205933388996173	105;891;1153;6629;8241;9444;9924;9967;10084;10286;10291;22985;23020;55749;57187	ACIN1;ADARB2;BCAS2;CCAR1;CCNB1;CIRBP;PAN2;PQBP1;QKI;RBM10;SF3A1;SNRNP200;SNRPB2;THOC2;THRAP3
GO:0001818	negative regulation of cytokine production	http://amigo.geneontology.org/amigo/term/GO:0001818	256	8	7.7628148848517595	1.030554008908686	0.5160863003194807	0.722643246406509	2633;3620;5802;11213;29110;51176;54106;100133941	CD24;GBP1;IDO1;IRAK3;LEF1;PTPRS;TBK1;TLR9
GO:0008544	epidermis development	http://amigo.geneontology.org/amigo/term/GO:0008544	455	14	13.797190517998244	1.0146993318485524	0.5165369649941112	0.722643246406509	1499;1896;3280;3914;4763;5583;7421;8626;8796;8861;26160;54474;60485;64919	BCL11B;CTNNB1;EDA;HES1;IFT172;KRT20;LAMB3;LDB1;NF1;PRKCH;SAV1;SCEL;TP63;VDR
GO:0032984	protein-containing complex disassembly	http://amigo.geneontology.org/amigo/term/GO:0032984	323	10	9.794489092996557	1.0209822998476146	0.5187623675180326	0.722643246406509	324;822;1499;2935;6059;6418;6712;11034;11213;81551	ABCE1;APC;CAPG;CTNNB1;DSTN;GSPT1;IRAK3;SET;SPTBN2;STMN4
GO:0072665	protein localization to vacuole	http://amigo.geneontology.org/amigo/term/GO:0072665	57	2	1.7284392517052747	1.1571132731606297	0.5193977812682078	0.722643246406509	2633;6653	GBP1;SORL1
GO:0001906	cell killing	http://amigo.geneontology.org/amigo/term/GO:0001906	157	5	4.760788816100493	1.0502461237285972	0.5194529688875024	0.722643246406509	3002;5027;5551;6223;8417	GZMB;P2RX7;PRF1;RPS19;STX7
GO:0007033	vacuole organization	http://amigo.geneontology.org/amigo/term/GO:0007033	157	5	4.760788816100493	1.0502461237285972	0.5194529688875024	0.722643246406509	19;302;5027;9474;57617	ABCA1;ANXA2;ATG5;P2RX7;VPS18
GO:0007162	negative regulation of cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007162	257	8	7.793138380495711	1.0265440711308311	0.5205277119048097	0.7229551554233469	650;999;2633;2737;3620;4763;8322;65125	BMP2;CDH1;FZD4;GBP1;GLI3;IDO1;NF1;WNK1
GO:0042430	indole-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042430	24	1	0.7277638954548524	1.374072011878248	0.5226999060520932	0.7236073617985003	3620	IDO1
GO:0042537	benzene-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042537	24	1	0.7277638954548524	1.374072011878248	0.5226999060520932	0.7236073617985003	3620	IDO1
GO:0030258	lipid modification	http://amigo.geneontology.org/amigo/term/GO:0030258	291	9	8.824137232390086	1.0199297407756067	0.5237394440143277	0.7238675242474448	341;2066;2261;3815;4254;5290;5468;9542;22908	APOC1;ERBB4;FGFR3;KIT;KITLG;NRG2;PIK3CA;PPARG;SACM1L
GO:0045995	regulation of embryonic development	http://amigo.geneontology.org/amigo/term/GO:0045995	125	4	3.790436955494023	1.0552873051224945	0.5277248438347659	0.7281917487979724	657;1499;3280;65125	BMPR1A;CTNNB1;HES1;WNK1
GO:0006949	syncytium formation	http://amigo.geneontology.org/amigo/term/GO:0006949	58	2	1.7587627473492267	1.1371630443130327	0.5287620634540865	0.7284404439805082	3627;4283	CXCL10;CXCL9
GO:0006730	one-carbon metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006730	25	1	0.7580873910988046	1.319109131403118	0.5371968107522631	0.7352115281499362	25902	MTHFD1L
GO:0007214	gamma-aminobutyric acid signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007214	25	1	0.7580873910988046	1.319109131403118	0.5371968107522631	0.7352115281499362	2559	GABRA6
GO:0035459	cargo loading into vesicle	http://amigo.geneontology.org/amigo/term/GO:0035459	25	1	0.7580873910988046	1.319109131403118	0.5371968107522631	0.7352115281499362	56681	SAR1A
GO:0072337	modified amino acid transport	http://amigo.geneontology.org/amigo/term/GO:0072337	25	1	0.7580873910988046	1.319109131403118	0.5371968107522631	0.7352115281499362	4036	LRP2
GO:0033013	tetrapyrrole metabolic process	http://amigo.geneontology.org/amigo/term/GO:0033013	59	2	1.7890862429931789	1.1178890944094222	0.5380018476579533	0.7352115281499362	4891;8029	CUBN;SLC11A2
GO:0006403	RNA localization	http://amigo.geneontology.org/amigo/term/GO:0006403	228	7	6.913757006821099	1.012474114015551	0.5405362662974196	0.737489287885725	472;6059;7048;8888;9444;9908;57187	ABCE1;ATM;G3BP2;MCM3AP;QKI;TGFBR2;THOC2
GO:0010324	membrane invagination	http://amigo.geneontology.org/amigo/term/GO:0010324	60	2	1.819409738637131	1.0992576095025983	0.5471160596143039	0.7425771830299627	19;5468	ABCA1;PPARG
GO:0018149	peptide cross-linking	http://amigo.geneontology.org/amigo/term/GO:0018149	60	2	1.819409738637131	1.0992576095025983	0.5471160596143039	0.7425771830299627	1281;7052	COL3A1;TGM2
GO:0046530	photoreceptor cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0046530	60	2	1.819409738637131	1.0992576095025983	0.5471160596143039	0.7425771830299627	23418;54806	AHI1;CRB1
GO:0018200	peptidyl-glutamic acid modification	http://amigo.geneontology.org/amigo/term/GO:0018200	26	1	0.7884108867427568	1.2683741648106903	0.5512543558728311	0.7425771830299627	26140	TTLL3
GO:0033687	osteoblast proliferation	http://amigo.geneontology.org/amigo/term/GO:0033687	26	1	0.7884108867427568	1.2683741648106903	0.5512543558728311	0.7425771830299627	650	BMP2
GO:0034453	microtubule anchoring	http://amigo.geneontology.org/amigo/term/GO:0034453	26	1	0.7884108867427568	1.2683741648106903	0.5512543558728311	0.7425771830299627	22981	NINL
GO:0043171	peptide catabolic process	http://amigo.geneontology.org/amigo/term/GO:0043171	26	1	0.7884108867427568	1.2683741648106903	0.5512543558728311	0.7425771830299627	7511	XPNPEP1
GO:0071684	organism emergence from protective structure	http://amigo.geneontology.org/amigo/term/GO:0071684	26	1	0.7884108867427568	1.2683741648106903	0.5512543558728311	0.7425771830299627	3054	HCFC1
GO:0009581	detection of external stimulus	http://amigo.geneontology.org/amigo/term/GO:0009581	129	4	3.911730938069832	1.022565218141952	0.5526845870378232	0.743325789528718	134;801;3815;23621	ADORA1;BACE1;CALM1;KIT
GO:0045576	mast cell activation	http://amigo.geneontology.org/amigo/term/GO:0045576	61	2	1.8497332342810833	1.0812369929533754	0.556103804158208	0.7467428649833757	3815;27040	KIT;LAT
GO:0060359	response to ammonium ion	http://amigo.geneontology.org/amigo/term/GO:0060359	130	4	3.942054433713784	1.0146993318485522	0.5588150747199263	0.7492000213122041	114;5520;5581;7074	ADCY8;PPP2R2A;PRKCE;TIAM1
GO:0098656	anion transmembrane transport	http://amigo.geneontology.org/amigo/term/GO:0098656	266	8	8.066049841291282	0.9918113769948256	0.5598177346893644	0.7493623220251334	19;31;1193;2559;4036;8671;8737;114571	ABCA1;ACACA;CLIC2;GABRA6;LRP2;RIPK1;SLC22A9;SLC4A4
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	http://amigo.geneontology.org/amigo/term/GO:0006515	27	1	0.818734382386709	1.2213973438917758	0.5648858283180715	0.752590837100879	56886	UGGT1
GO:0018126	protein hydroxylation	http://amigo.geneontology.org/amigo/term/GO:0018126	27	1	0.818734382386709	1.2213973438917758	0.5648858283180715	0.752590837100879	204474	PDILT
GO:0035902	response to immobilization stress	http://amigo.geneontology.org/amigo/term/GO:0035902	27	1	0.818734382386709	1.2213973438917758	0.5648858283180715	0.752590837100879	5468	PPARG
GO:0009582	detection of abiotic stimulus	http://amigo.geneontology.org/amigo/term/GO:0009582	132	4	4.002701425001688	0.9993250995478168	0.5709389362640526	0.7594649386924017	134;801;3815;23621	ADORA1;BACE1;CALM1;KIT
