Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/26	0.7249209641147529	0.8227987021795685	0	0	0.7862254395036194	0.25292294126637926	BID
regulation of synapse organization (GO:0050807)	1/26	0.7249209641147529	0.8227987021795685	0	0	0.7862254395036194	0.25292294126637926	WNT5A
RNA polyadenylation (GO:0043631)	1/26	0.7249209641147529	0.8227987021795685	0	0	0.7862254395036194	0.25292294126637926	TENT4B
TOR signaling (GO:0031929)	1/26	0.7249209641147529	0.8227987021795685	0	0	0.7862254395036194	0.25292294126637926	EIF4EBP2
epithelial cell differentiation (GO:0030855)	4/101	0.7265134864823966	0.8238788334768208	0	0	0.8099841724772212	0.25878851146507015	DMBT1;FZD7;CCNO;CTSB
phosphatidylcholine metabolic process (GO:0046470)	3/77	0.7267676401772716	0.8238788334768208	0	0	0.7964430751995519	0.254183586620564	PLA2G2A;PLA2G3;PLA2G7
positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	3/77	0.7267676401772716	0.8238788334768208	0	0	0.7964430751995519	0.254183586620564	SPHK1;ZC3H12A;UBE2D1
regulation of organelle assembly (GO:1902115)	3/77	0.7267676401772716	0.8238788334768208	0	0	0.7964430751995519	0.254183586620564	HCK;SGSM3;CEP76
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	6/149	0.7330607875854046	0.8303762216288719	0	0	0.8238518238518239	0.2558279475145736	CCND1;CEP76;PSMB10;PSMB8;CDC25B;PSMB9
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	4/102	0.733599827447459	0.8303762216288719	0	0	0.8016766872724194	0.24835269822414793	SDCBP;USP7;GIPC1;HERPUD1
bicellular tight junction assembly (GO:0070830)	2/53	0.7338523153667434	0.8303762216288719	0	0	0.7705516989404457	0.23844527823712822	CLDN18;CLDN1
heart morphogenesis (GO:0003007)	2/53	0.7338523153667434	0.8303762216288719	0	0	0.7705516989404457	0.23844527823712822	ACVRL1;MYBPC3
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	2/53	0.7338523153667434	0.8303762216288719	0	0	0.7705516989404457	0.23844527823712822	HGF;AQP1
positive regulation of macroautophagy (GO:0016239)	2/53	0.7338523153667434	0.8303762216288719	0	0	0.7705516989404457	0.23844527823712822	RUFY4;BAG3
ubiquitin-dependent protein catabolic process (GO:0006511)	15/354	0.7379870988882187	0.8315215824416693	0	0	0.8679159431325391	0.2636979772926801	DTX3L;UBE2D1;UBE2L6;UBE2G1;PSMB8;PSMB10;PML;HERPUD1;PSMB9;CNOT4;ATXN3;IFI27;UBD;RNF186;TRIM32
cellular lipid catabolic process (GO:0044242)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	LIPG
cellular response to cadmium ion (GO:0071276)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	FOS
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	NOD2
dendritic spine organization (GO:0097061)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	TREM2
L-alpha-amino acid transmembrane transport (GO:1902475)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	SLC38A5
negative regulation of cation channel activity (GO:2001258)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	KCNE3
negative regulation of insulin receptor signaling pathway (GO:0046627)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	IL1B
peroxisomal membrane transport (GO:0015919)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	PEX5
positive regulation of striated muscle cell differentiation (GO:0051155)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	MMP14
presynaptic endocytosis (GO:0140238)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	SYNJ2
protein export from nucleus (GO:0006611)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	DUSP16
protein peptidyl-prolyl isomerization (GO:0000413)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	PPIF
regulation of cell junction assembly (GO:1901888)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	SNAI1
regulation of transcription regulatory region DNA binding (GO:2000677)	1/27	0.7382520513312919	0.8315215824416693	0	0	0.7559462254395036	0.22940698570470308	MSX2
regulation of ion transport (GO:0043269)	3/79	0.7426659802079149	0.8359816995186617	0	0	0.7754022361603491	0.2306890592966373	CA2;KCNJ15;KCNJ2
regulation of neuron differentiation (GO:0045664)	3/79	0.7426659802079149	0.8359816995186617	0	0	0.7754022361603491	0.2306890592966373	BDNF;CNTN4;TRIM32
regulation of cyclin-dependent protein kinase activity (GO:1904029)	2/54	0.743270415248529	0.836150830719549	0	0	0.7556935817805382	0.22421077169524797	CCND1;CCNO
regulation of proteasomal protein catabolic process (GO:0061136)	2/54	0.743270415248529	0.836150830719549	0	0	0.7556935817805382	0.22421077169524797	RHBDF1;TREM2
negative regulation of cell cycle (GO:0045786)	3/80	0.7503346862656596	0.840155770569002	0	0	0.7652917031155373	0.2198192691959353	RPS6KA2;INHBA;ALOX15B
negative regulation of cellular response to growth factor stimulus (GO:0090288)	3/80	0.7503346862656596	0.840155770569002	0	0	0.7652917031155373	0.2198192691959353	HTRA3;UBE2D1;SORL1
bile acid and bile salt transport (GO:0015721)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	ABCC2
carbohydrate derivative biosynthetic process (GO:1901137)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	ST3GAL4
glycerophospholipid catabolic process (GO:0046475)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	PLA2G7
histone mRNA metabolic process (GO:0008334)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	TENT4B
negative regulation of axonogenesis (GO:0050771)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	RTN4
negative regulation of cellular response to insulin stimulus (GO:1900077)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	IL1B
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	NOD2
positive regulation of microtubule polymerization (GO:0031116)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	FES
receptor clustering (GO:0043113)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	PIGR
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	SNAI1
regulation of DNA-templated transcription, elongation (GO:0032784)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	ELL3
regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	PIM3
regulation of neuron migration (GO:2001222)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	NTNG1
regulation of phosphatase activity (GO:0010921)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	PPP1R36
regulation of sodium ion transmembrane transport (GO:1902305)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	SCN1B
sulfur compound transport (GO:0072348)	1/28	0.7509377080235159	0.840155770569002	0	0	0.7279099161208779	0.208497112394448	ABCG2
positive regulation of response to DNA damage stimulus (GO:2001022)	2/55	0.7524014826442658	0.8415377457764843	0	0	0.7413961482870425	0.21091623968295703	FXR1;TIGAR
muscle contraction (GO:0006936)	5/129	0.7539475444834184	0.8428447909141369	0	0	0.7917127256892105	0.22360539097464957	MYBPC3;TPM4;MYOF;DYSF;MYOM3
nucleotide-excision repair (GO:0006289)	4/105	0.7540279036586548	0.8428447909141369	0	0	0.7777412596031388	0.21957650431540054	ATXN3;USP7;OGG1;RPA1
intracellular protein transport (GO:0006886)	14/336	0.7547170687675768	0.8433591038549978	0	0	0.8527025795278461	0.239961031060923	TMED9;GCKR;SYK;TRAK1;SORL1;MMP12;BAG3;GIPC1;SGSM3;TMED3;VPS35;PREB;EVI5L;APPL1
dephosphorylation (GO:0016311)	6/153	0.7557884304871573	0.8443000609993061	0	0	0.8012643726929441	0.2243490531672051	PLPPR2;ALPL;PTPRJ;ACP3;DUSP16;DUSP6
regulation of primary metabolic process (GO:0080090)	5/130	0.7598841164027739	0.8477367828068194	0	0	0.78533748701973	0.21564529889653566	GPAM;AZIN1;PSMB10;PSMB8;PSMB9
telomere maintenance (GO:0000723)	2/56	0.7612512067602429	0.8477367828068194	0	0	0.7276282493673798	0.19849107424718354	RPA1;TERF2
tight junction assembly (GO:0120192)	2/56	0.7612512067602429	0.8477367828068194	0	0	0.7276282493673798	0.19849107424718354	CLDN18;CLDN1
actin filament polymerization (GO:0030041)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	PSTPIP2
beta-catenin-TCF complex assembly (GO:1904837)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	TLE1
homologous chromosome pairing at meiosis (GO:0007129)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	REC8
lamellipodium organization (GO:0097581)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	ABLIM1
mismatch repair (GO:0006298)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	RPA1
negative regulation of transferase activity (GO:0051348)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	DTX3L
nucleotide-excision repair, preincision complex assembly (GO:0006294)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	RPA1
positive regulation of dephosphorylation (GO:0035306)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	LILRB2
positive regulation of viral genome replication (GO:0045070)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	TMEM39A
production of miRNAs involved in gene silencing by miRNA (GO:0035196)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	AGO1
protein targeting to peroxisome (GO:0006625)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	PEX5
regulation of actin polymerization or depolymerization (GO:0008064)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	PFN2
regulation of fatty acid biosynthetic process (GO:0042304)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	SLC45A3
regulation of ubiquitin-protein transferase activity (GO:0051438)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	DTX3L
response to cadmium ion (GO:0046686)	1/29	0.7630091521514936	0.8477367828068194	0	0	0.7018762003250111	0.18984716148871258	FOS
cellular response to metal ion (GO:0071248)	5/131	0.7657123007671739	0.8504834664931326	0	0	0.7790634426148445	0.2079700248424613	TIGAR;WNT5A;PPIF;FOS;AQP1
regulation of mitotic nuclear division (GO:0007088)	2/57	0.7698253989475665	0.8545363638603979	0	0	0.714361001317523	0.18687079763712294	IL1A;IL1B
regulation of reactive oxygen species metabolic process (GO:2000377)	2/57	0.7698253989475665	0.8545363638603979	0	0	0.714361001317523	0.18687079763712294	ZC3H12A;ACOD1
glycoprotein biosynthetic process (GO:0009101)	3/83	0.7722429758555048	0.8548245250842191	0	0	0.7364766839378238	0.19034684942758293	B3GALT2;ST3GAL4;XYLT1
peptide metabolic process (GO:0006518)	3/83	0.7722429758555048	0.8548245250842191	0	0	0.7364766839378238	0.19034684942758293	BACE2;HM13;TRHDE
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	4/108	0.7732275575340652	0.8548245250842191	0	0	0.7551867219917012	0.19422034951880196	HTRA3;UBE2D1;LDLRAD4;SORL1
cell projection organization (GO:0030030)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	PLEK
CENP-A containing chromatin organization (GO:0061641)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	CENPC
CENP-A containing nucleosome assembly (GO:0034080)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	CENPC
estrogen metabolic process (GO:0008210)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	HSD3B1
Golgi to plasma membrane protein transport (GO:0043001)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	VAMP5
heterotypic cell-cell adhesion (GO:0034113)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	LILRB2
ion homeostasis (GO:0050801)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	SLC4A11
morphogenesis of an epithelium (GO:0002009)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	WNT10A
mRNA splice site selection (GO:0006376)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	NOL3
ncRNA catabolic process (GO:0034661)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	TENT4B
negative regulation of cytoskeleton organization (GO:0051494)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	PFN2
positive regulation of DNA recombination (GO:0045911)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	TFRC
positive regulation of endopeptidase activity (GO:0010950)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	MEFV
protein N-linked glycosylation via asparagine (GO:0018279)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	DERL3
regulation of cation transmembrane transport (GO:1904062)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	KCNH2
regulation of striated muscle contraction (GO:0006942)	1/30	0.7744960933408351	0.8548245250842191	0	0	0.6776379132047213	0.1731653970545816	MYBPC3
negative regulation of hydrolase activity (GO:0051346)	2/58	0.7781299675676729	0.8585779264561497	0	0	0.7015675835551612	0.17599644742827686	PPP1R36;TERF2
regulation of cytokinesis (GO:0032465)	3/84	0.7791871946164308	0.859419302580645	0	0	0.7273459988485895	0.1814757075866991	GIPC1;CDC14A;CDC25B
lipid transport (GO:0006869)	4/109	0.7793593295265546	0.859419302580645	0	0	0.7479549496147007	0.18645250547187905	ABCC2;ACSL1;CD36;APOL2
organonitrogen compound biosynthetic process (GO:1901566)	6/158	0.7821649581574274	0.8622549029747447	0	0	0.7747018273334063	0.1903361950507765	SPTLC3;SPHK1;ELOVL3;ST3GAL4;INHBA;MOCS1
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	13/321	0.783011069074761	0.8629292895340528	0	0	0.827537907119059	0.2024227617494051	DERL3;UBE2D1;FBXO48;UBE2G1;PSMB8;PSMB10;PML;HERPUD1;PSMB9;ATXN3;IFI27;FBXO6;RNF186
activation of protein kinase B activity (GO:0032148)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	WNT5A
embryonic skeletal system morphogenesis (GO:0048704)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	COL2A1
negative regulation of interleukin-6 production (GO:0032715)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	ZC3H12A
organelle transport along microtubule (GO:0072384)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	TRAK1
peptidyl-asparagine modification (GO:0018196)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	DERL3
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	TREM2
proteoglycan biosynthetic process (GO:0030166)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	XYLT1
regulation of cellular senescence (GO:2000772)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	TERF2
regulation of potassium ion transport (GO:0043266)	1/31	0.785426805439941	0.8632661186954814	0	0	0.6550155118924509	0.15820459163554318	KCNH2
regulation of protein serine/threonine kinase activity (GO:0071900)	4/111	0.7912280684244573	0.8687338920537256	0	0	0.7338969248070734	0.1718559262602808	CCND1;IFNG;PARP16;CCNO
regulation of autophagy (GO:0010506)	9/231	0.7918354690580316	0.8687338920537256	0	0	0.795169517797255	0.18559387735414912	IFNG;HGF;ZC3H12A;VPS35;TREM2;PIM2;MEFV;TRIM21;SNX5
regulation of Ras protein signal transduction (GO:0046578)	3/86	0.7925522254229835	0.8687338920537256	0	0	0.7097446781946438	0.16501342030630958	SGSM3;EPS8L1;RASGRP4
apical junction assembly (GO:0043297)	2/60	0.7939542166663837	0.8687338920537256	0	0	0.677304205040337	0.15627404772618342	CLDN18;CLDN1
ribonucleoprotein complex biogenesis (GO:0022613)	2/60	0.7939542166663837	0.8687338920537256	0	0	0.677304205040337	0.15627404772618342	WDR12;GLUL
aortic valve morphogenesis (GO:0003180)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	SNAI1
cardiac muscle tissue morphogenesis (GO:0055008)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	MYBPC3
cellular response to glucose stimulus (GO:0071333)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	RAB11FIP5
chromatin remodeling at centromere (GO:0031055)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	CENPC
ERBB2 signaling pathway (GO:0038128)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	HBEGF
establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	PARD3B
gene silencing by miRNA (GO:0035195)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	AGO1
mitochondrial membrane organization (GO:0007006)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	PPIF
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	EML2
protein transmembrane import into intracellular organelle (GO:0044743)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	PEX5
regulation of cellular amide metabolic process (GO:0034248)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	TIGAR
regulation of centrosome duplication (GO:0010824)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	CEP76
regulation of dendritic spine morphogenesis (GO:0061001)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	BHLHB9
regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	GPAM
regulation of intracellular protein transport (GO:0033157)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	IFI27
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	CDK15
RNA biosynthetic process (GO:0032774)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	ELL3
skeletal muscle organ development (GO:0060538)	1/32	0.7958281960611668	0.8687338920537256	0	0	0.6338526203422624	0.14475415925439988	FXR1
regulation of macroautophagy (GO:0016241)	4/112	0.796967737339238	0.8695080207250108	0	0	0.72706316274781	0.16500050020937704	RUFY4;VPS35;QSOX1;SNX5
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	7/185	0.7970096604961737	0.8695080207250108	0	0	0.7715394778379263	0.17505341876257033	TMED9;COL7A1;TMED3;PREB;AREG;CD55;YIF1B
mitotic cell cycle phase transition (GO:0044772)	8/209	0.7981247644896167	0.8704666418396826	0	0	0.7807213930348259	0.17604513804040467	WEE1;ABCB1;CCND1;PIM2;INHBA;CEP76;CCNO;CDC25B
positive regulation of DNA biosynthetic process (GO:2000573)	2/61	0.8014860018035712	0.8730980646866122	0	0	0.6657893813383865	0.14733104887336165	TNKS;HGF
protein lipidation (GO:0006497)	2/61	0.8014860018035712	0.8730980646866122	0	0	0.6657893813383865	0.14733104887336165	WIPI1;GLUL
regulation of endocytosis (GO:0030100)	2/61	0.8014860018035712	0.8730980646866122	0	0	0.6657893813383865	0.14733104887336165	SPHK1;CD177
response to light stimulus (GO:0009416)	2/61	0.8014860018035712	0.8730980646866122	0	0	0.6657893813383865	0.14733104887336165	CRY2;TRIM32
negative regulation of binding (GO:0051100)	3/88	0.8052365346326775	0.8753858548076452	0	0	0.6929716549832369	0.1501109744519083	SLPI;XIRP1;SORL1
sensory perception of mechanical stimulus (GO:0050954)	3/88	0.8052365346326775	0.8753858548076452	0	0	0.6929716549832369	0.1501109744519083	COL2A1;CDC14A;EML2
actin filament bundle organization (GO:0061572)	1/33	0.8057258723365316	0.8753858548076452	0	0	0.6140124095139607	0.13263386629702625	RFLNB
lytic vacuole organization (GO:0080171)	1/33	0.8057258723365316	0.8753858548076452	0	0	0.6140124095139607	0.13263386629702625	ACP3
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	1/33	0.8057258723365316	0.8753858548076452	0	0	0.6140124095139607	0.13263386629702625	FOXN3
negative chemotaxis (GO:0050919)	1/33	0.8057258723365316	0.8753858548076452	0	0	0.6140124095139607	0.13263386629702625	SEMA3E
negative regulation of JNK cascade (GO:0046329)	1/33	0.8057258723365316	0.8753858548076452	0	0	0.6140124095139607	0.13263386629702625	AMBP
positive regulation of telomere maintenance via telomerase (GO:0032212)	1/33	0.8057258723365316	0.8753858548076452	0	0	0.6140124095139607	0.13263386629702625	TNKS
signal transduction by p53 class mediator (GO:0072331)	1/33	0.8057258723365316	0.8753858548076452	0	0	0.6140124095139607	0.13263386629702625	PDK2
cellular protein localization (GO:0034613)	13/329	0.8104973584299222	0.8803101102474848	0	0	0.8062429584465505	0.16939744809817758	FCN1;TMED9;WNT5A;WIPI1;SEPTIN11;ARMCX3;SGSM3;DUOXA1;DUOXA2;TMED3;VPS35;EVI5L;CD177
autophagosome maturation (GO:0097352)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	VMP1
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	SPHK1
negative regulation of blood vessel endothelial cell migration (GO:0043537)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	ACVRL1
positive regulation of DNA binding (GO:0043388)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	PLAUR
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	BID
positive regulation of telomerase activity (GO:0051973)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	TNKS
protein destabilization (GO:0031648)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	TRIM21
regulation of keratinocyte differentiation (GO:0045616)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	CYP27B1
regulation of myoblast differentiation (GO:0045661)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	IGFBP3
synaptic vesicle recycling (GO:0036465)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	SYNJ2
tRNA methylation (GO:0030488)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	TRDMT1
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	1/34	0.8151442040375589	0.8822342619830371	0	0	0.595374635705556	0.12168876701770254	MYBPC3
organonitrogen compound catabolic process (GO:1901565)	2/63	0.8158193065854272	0.8827054619005416	0	0	0.6438923395445134	0.1310722613170772	PLA2G7;TRHDE
regulation of mRNA splicing, via spliceosome (GO:0048024)	3/90	0.8172616486506961	0.8840062838812759	0	0	0.676969805252814	0.136609785285825	FXR1;KHDRBS2;FAM172A
cytosolic transport (GO:0016482)	4/116	0.8186627105729619	0.8852617034741985	0	0	0.7009484291641968	0.1402479421873398	PHETA2;ANKRD27;VPS35;SNX5
nervous system development (GO:0007399)	18/447	0.8206228794291968	0.887120799195039	0	0	0.8216267942583733	0.1624287303661707	SEMA5A;CHRM3;BDNF;PCSK9;CXCL1;INHBA;TRAK1;HAPLN3;BCAN;ATXN3;SHH;ALDH5A1;ALDH1A2;PMP22;NMUR2;CHAC1;CNTN4;WNT2
lipid homeostasis (GO:0055088)	2/64	0.8226329857505233	0.8887719053795267	0	0	0.6334735857877513	0.12368262919371634	LIPG;TREM2
protein catabolic process (GO:0030163)	2/64	0.8226329857505233	0.8887719053795267	0	0	0.6334735857877513	0.12368262919371634	FBXO6;UBE2G1
positive regulation of lipid biosynthetic process (GO:0046889)	1/35	0.8241063827951781	0.88879897523487	0	0	0.5778332015329399	0.11178509879145697	SLC45A3
positive regulation of reproductive process (GO:2000243)	1/35	0.8241063827951781	0.88879897523487	0	0	0.5778332015329399	0.11178509879145697	INHBA
protein localization to cilium (GO:0061512)	1/35	0.8241063827951781	0.88879897523487	0	0	0.5778332015329399	0.11178509879145697	SNX10
regulation of autophagosome assembly (GO:2000785)	1/35	0.8241063827951781	0.88879897523487	0	0	0.5778332015329399	0.11178509879145697	TMEM39A
regulation of mitotic spindle organization (GO:0060236)	1/35	0.8241063827951781	0.88879897523487	0	0	0.5778332015329399	0.11178509879145697	CCSAP
regulation of postsynaptic membrane potential (GO:0060078)	1/35	0.8241063827951781	0.88879897523487	0	0	0.5778332015329399	0.11178509879145697	GRIN2D
neuron development (GO:0048666)	5/143	0.8274629054111171	0.8921576625838165	0	0	0.7108673077791322	0.13463187031136625	ADCYAP1;IL6;CNTN4;B4GALT6;MANF
BMP signaling pathway (GO:0030509)	2/65	0.8292194200964854	0.8935282132851212	0	0	0.6233855861185054	0.11674171694904734	ACVRL1;GDF15
inorganic anion transmembrane transport (GO:0098661)	2/65	0.8292194200964854	0.8935282132851212	0	0	0.6233855861185054	0.11674171694904734	ANO6;APOL1
aortic valve development (GO:0003176)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	SNAI1
embryonic limb morphogenesis (GO:0030326)	1/36	0.8326344794874107	0.8938076249191388	0	0	0.5612941350273305	0.10280693308249324	SHH
